ID	Grade	Item	Hit	Miss	TL
58	3	18	14	16	10
58	3	19	20	10	13
58	3	20	18	12	14
59	3	1	19	11	15
59	3	2	14	16	15
59	3	3	19	11	12
59	3	4	15	15	10
59	3	5	20	10	12
59	3	6	18	12	10
59	3	7	20	10	11
59	3	8	20	10	11
59	3	9	28	2	15
59	3	10	22	8	15
59	3	11	16	14	11
59	3	12	20	10	10
59	3	13	18	12	12
59	3	14	15	15	10
59	3	15	18	12	15
59	3	16	14	16	11
59	3	17	16	14	14
59	3	18	12	18	10
59	3	19	21	9	13
59	3	20	10	20	14
60	3	1	17	13	15
60	3	2	15	15	15
60	3	3	20	10	12
60	3	4	19	11	10
60	3	5	17	13	12
60	3	6	20	10	10
60	3	7	13	17	11
60	3	8	16	14	11
60	3	9	16	14	15
60	3	10	21	9	15
60	3	11	19	11	11
60	3	12	25	5	10
60	3	13	18	12	12
60	3	14	12	18	10
60	3	15	20	10	15
60	3	16	16	14	11
60	3	17	6	24	14
60	3	18	17	13	10
60	3	19	18	12	13
60	3	20	14	16	14
61	3	1	20	10	15
61	3	2	12	18	15
61	3	3	12	18	12
61	3	4	15	15	10
61	3	5	10	20	12
61	3	6	14	16	10
61	3	7	15	15	11
61	3	8	16	14	11
61	3	9	12	18	15
61	3	10	16	14	15
61	3	11	12	18	11
61	3	12	15	15	10
61	3	13	14	16	12
61	3	14	14	16	10
61	3	15	17	13	15
61	3	16	13	17	11
61	3	17	14	16	14
61	3	18	12	18	10
61	3	19	12	18	13
61	3	20	11	19	14
62	3	1	21	9	15
62	3	2	22	8	15
62	3	3	16	14	12
62	3	4	14	16	10
62	3	5	15	15	12
62	3	6	15	15	10
62	3	7	14	16	11
62	3	8	19	11	11
62	3	9	14	16	15
62	3	10	18	12	15
62	3	11	15	15	11
62	3	12	18	12	10
62	3	13	18	12	12
62	3	14	20	10	10
62	3	15	14	16	15
62	3	16	14	16	11
62	3	17	15	15	14
62	3	18	16	14	10
62	3	19	22	8	13
62	3	20	24	6	14
63	3	1	14	16	15
63	3	2	19	11	15
63	3	3	18	12	12
63	3	4	15	15	10
63	3	5	17	13	12
63	3	6	19	11	10
63	3	7	16	14	11
63	3	8	13	17	11
63	3	9	11	19	15
63	3	10	11	19	15
63	3	11	16	14	11
63	3	12	11	19	10
63	3	13	12	18	12
63	3	14	13	17	10
63	3	15	12	18	15
63	3	16	15	15	11
63	3	17	13	17	14
63	3	18	16	14	10
63	3	19	16	14	13
63	3	20	19	11	14
64	3	1	20	10	15
64	3	2	17	13	15
64	3	3	20	10	12
64	3	4	18	12	10
64	3	5	19	11	12
64	3	6	18	12	10
64	3	7	19	11	11
64	3	8	20	10	11
64	3	9	20	10	15
64	3	10	20	10	15
64	3	11	16	14	11
64	3	12	23	7	10
64	3	13	15	15	12
64	3	14	18	12	10
64	3	15	15	15	15
64	3	16	24	6	11
64	3	17	17	13	14
64	3	18	15	15	10
64	3	19	15	15	13
64	3	20	17	13	14
65	3	1	19	11	15
65	3	2	22	8	15
65	3	3	19	11	12
65	3	4	20	10	10
65	3	5	16	14	12
65	3	6	16	14	10
65	3	7	15	15	11
65	3	8	16	14	11
65	3	9	17	13	15
65	3	10	20	10	15
65	3	11	20	10	11
65	3	12	20	10	10
65	3	13	19	11	12
65	3	14	19	11	10
65	3	15	19	11	15
65	3	16	20	10	11
65	3	17	14	16	14
65	3	18	19	11	10
65	3	19	16	14	13
65	3	20	13	17	14
66	3	1	25	5	15
66	3	2	10	20	15
66	3	3	14	16	12
66	3	4	19	11	10
66	3	5	21	9	12
66	3	6	19	11	10
66	3	7	13	17	11
66	3	8	21	9	11
66	3	9	14	16	15
66	3	10	20	10	15
66	3	11	12	18	11
66	3	12	22	8	10
66	3	13	20	10	12
66	3	14	11	19	10
66	3	15	18	12	15
66	3	16	10	20	11
66	3	17	20	10	14
66	3	18	10	20	10
66	3	19	20	10	13
66	3	20	11	19	14
67	3	1	17	13	15
67	3	2	16	14	15
67	3	3	18	12	12
67	3	4	15	15	10
67	3	5	18	12	12
67	3	6	16	14	10
67	3	7	19	11	11
67	3	8	14	16	11
67	3	9	15	15	15
67	3	10	18	12	15
67	3	11	15	15	11
67	3	12	18	12	10
67	3	13	13	17	12
67	3	14	16	14	10
67	3	15	21	9	15
67	3	16	13	17	11
67	3	17	15	15	14
67	3	18	22	8	10
67	3	19	16	14	13
67	3	20	15	15	14
68	3	1	16	14	15
68	3	2	15	15	15
68	3	3	19	11	12
68	3	4	23	7	10
68	3	5	18	12	12
68	3	6	24	6	10
68	3	7	15	15	11
68	3	8	23	7	11
68	3	9	18	12	15
68	3	10	19	11	15
68	3	11	19	11	11
68	3	12	15	15	10
68	3	13	21	9	12
68	3	14	19	11	10
68	3	15	20	10	15
68	3	16	15	15	11
68	3	17	23	7	14
68	3	18	23	7	10
68	3	19	20	10	13
68	3	20	15	15	14
69	3	1	16	14	15
69	3	2	12	18	15
69	3	3	17	13	12
69	3	4	14	16	10
69	3	5	19	11	12
69	3	6	20	10	10
69	3	7	13	17	11
69	3	8	16	14	11
69	3	9	18	12	15
69	3	10	20	10	15
69	3	11	20	10	11
69	3	12	22	8	10
69	3	13	19	11	12
69	3	14	20	10	10
69	3	15	18	12	15
69	3	16	19	11	11
69	3	17	20	10	14
69	3	18	13	17	10
69	3	19	15	15	13
69	3	20	15	15	14
70	3	1	18	12	15
70	3	2	12	18	15
70	3	3	18	12	12
70	3	4	14	16	10
70	3	5	16	14	12
70	3	6	16	14	10
70	3	7	16	14	11
70	3	8	14	16	11
70	3	9	16	14	15
70	3	10	16	14	15
70	3	11	18	12	11
70	3	12	18	12	10
70	3	13	14	16	12
70	3	14	18	12	10
70	3	15	16	14	15
70	3	16	16	14	11
70	3	17	17	13	14
70	3	18	17	13	10
70	3	19	18	12	13
70	3	20	16	14	14
71	3	1	18	12	15
71	3	2	15	15	15
71	3	3	25	5	12
71	3	4	13	17	10
71	3	5	20	10	12
71	3	6	17	13	10
71	3	7	18	12	11
71	3	8	20	10	11
71	3	9	22	8	15
71	3	10	22	8	15
71	3	11	21	9	11
71	3	12	19	11	10
71	3	13	22	8	12
71	3	14	18	12	10
71	3	15	22	8	15
71	3	16	19	11	11
71	3	17	18	12	14
71	3	18	18	12	10
71	3	19	19	11	13
71	3	20	18	12	14
72	3	1	16	14	15
72	3	2	16	14	15
72	3	3	15	15	12
72	3	4	11	19	10
72	3	5	15	15	12
72	3	6	14	16	10
72	3	7	14	16	11
72	3	8	13	17	11
72	3	9	12	8	15
72	3	10	16	14	15
72	3	11	14	16	11
72	3	12	15	15	10
72	3	13	11	19	12
72	3	14	16	14	10
72	3	15	14	16	15
72	3	16	13	17	11
72	3	17	14	16	14
72	3	18	14	16	10
72	3	19	12	18	13
72	3	20	14	16	14
73	3	1	13	17	15
73	3	2	12	18	15
73	3	3	15	15	12
73	3	4	16	14	10
73	3	5	17	13	12
73	3	6	19	11	10
73	3	7	14	16	11
73	3	8	18	12	11
73	3	9	15	15	15
73	3	10	13	17	15
73	3	11	17	13	11
73	3	12	13	17	10
73	3	13	15	15	12
73	3	14	16	14	10
73	3	15	18	12	15
73	3	16	15	15	11
73	3	17	19	11	14
73	3	18	13	17	10
73	3	19	18	12	13
73	3	20	19	11	14
74	3	1	19	11	15
74	3	2	18	12	15
74	3	3	21	9	12
74	3	4	20	10	10
74	3	5	20	10	12
74	3	6	18	12	10
74	3	7	21	9	11
74	3	8	16	14	11
74	3	9	18	12	15
74	3	10	20	10	15
74	3	11	20	10	11
74	3	12	13	17	10
74	3	13	2	10	12
74	3	14	19	11	10
74	3	15	19	11	15
74	3	16	19	11	11
74	3	17	20	10	14
74	3	18	18	12	10
74	3	19	20	10	13
74	3	20	17	13	14
75	3	1	25	5	15
75	3	2	18	12	15
75	3	3	19	11	12
75	3	4	16	14	10
75	3	5	17	13	12
75	3	6	14	16	10
75	3	7	13	17	11
75	3	8	20	10	11
75	3	9	23	7	15
75	3	10	23	7	15
75	3	11	19	11	11
75	3	12	18	12	10
75	3	13	20	10	12
75	3	14	21	9	10
75	3	15	21	9	15
75	3	16	20	10	11
75	3	17	16	14	14
75	3	18	12	18	10
75	3	19	20	10	13
75	3	20	19	11	14
76	3	1	19	11	15
76	3	2	14	16	15
76	3	3	11	19	12
76	3	4	19	11	10
76	3	5	18	12	12
76	3	6	16	14	10
76	3	7	10	20	11
76	3	8	18	12	11
76	3	9	18	12	15
76	3	10	10	20	15
76	3	11	19	11	11
76	3	12	20	10	10
76	3	13	12	18	12
76	3	14	19	11	10
76	3	15	15	15	15
76	3	16	18	12	11
76	3	17	11	19	14
76	3	18	10	20	10
76	3	19	12	18	13
76	3	20	17	13	14
77	3	1	26	4	15
77	3	2	18	12	15
77	3	3	23	7	12
77	3	4	19	11	10
77	3	5	20	10	12
77	3	6	19	11	10
77	3	7	16	14	11
77	3	8	16	14	11
77	3	9	12	18	15
77	3	10	20	10	15
77	3	11	14	16	11
77	3	12	20	10	10
77	3	13	16	14	12
77	3	14	21	9	10
77	3	15	13	17	15
77	3	16	17	13	11
77	3	17	18	12	14
77	3	18	20	10	10
77	3	19	19	11	13
77	3	20	14	16	14
78	3	1	17	13	15
78	3	2	18	12	15
78	3	3	11	19	12
78	3	4	16	14	10
78	3	5	13	17	12
78	3	6	17	13	10
78	3	7	15	15	11
78	3	8	10	20	11
78	3	9	17	13	15
78	3	10	10	20	15
78	3	11	12	18	11
78	3	12	17	13	10
78	3	13	14	16	12
78	3	14	13	17	10
78	3	15	14	16	15
78	3	16	16	14	11
78	3	17	14	16	14
78	3	18	11	19	10
78	3	19	17	13	13
78	3	20	18	12	14
79	3	1	12	18	15
79	3	2	16	14	15
79	3	3	16	14	12
79	3	4	14	16	10
79	3	5	13	17	12
79	3	6	14	16	10
79	3	7	14	16	11
79	3	8	12	18	11
79	3	9	16	14	15
79	3	10	14	16	15
79	3	11	13	17	11
79	3	12	17	13	10
79	3	13	15	15	12
79	3	14	18	12	10
79	3	15	16	14	15
79	3	16	16	14	11
79	3	17	13	17	14
79	3	18	15	15	10
79	3	19	17	13	13
79	3	20	15	15	14
80	3	1	16	14	15
80	3	2	17	13	15
80	3	3	14	16	12
80	3	4	12	18	10
80	3	5	14	16	12
80	3	6	13	17	10
80	3	7	14	16	11
80	3	8	16	14	11
80	3	9	15	15	15
80	3	10	13	17	15
80	3	11	13	17	11
80	3	12	17	13	10
80	3	13	14	16	12
80	3	14	11	19	10
80	3	15	15	15	15
80	3	16	17	13	11
80	3	17	12	18	14
80	3	18	10	20	10
80	3	19	15	15	13
80	3	20	10	20	14
81	3	1	18	12	15
81	3	2	24	6	15
81	3	3	16	14	12
81	3	4	23	7	10
81	3	5	17	13	12
81	3	6	24	6	10
81	3	7	16	14	11
81	3	8	18	12	11
81	3	9	15	15	15
81	3	10	18	12	15
81	3	11	18	12	11
81	3	12	17	13	10
81	3	13	19	11	12
81	3	14	24	6	10
81	3	15	16	14	15
81	3	16	20	10	11
81	3	17	16	14	14
81	3	18	23	7	10
81	3	19	14	16	13
81	3	20	18	12	14
82	3	1	19	11	15
82	3	2	19	11	15
82	3	3	20	10	12
82	3	4	25	5	10
82	3	5	18	12	12
82	3	6	26	4	10
82	3	7	17	13	11
82	3	8	16	14	11
82	3	9	18	12	15
82	3	10	20	10	15
82	3	11	19	11	11
82	3	12	13	17	10
82	3	13	20	10	12
82	3	14	20	10	10
82	3	15	18	12	15
82	3	16	17	13	11
82	3	17	20	10	14
82	3	18	14	16	10
82	3	19	20	10	13
82	3	20	18	12	14
83	3	1	20	10	15
83	3	2	19	11	15
83	3	3	17	13	12
83	3	4	17	13	10
83	3	5	24	6	12
83	3	6	18	12	10
83	3	7	15	15	11
83	3	8	20	10	11
83	3	9	22	8	15
83	3	10	20	10	15
83	3	11	15	15	11
83	3	12	19	11	10
83	3	13	21	9	12
83	3	14	16	14	10
83	3	15	25	5	15
83	3	16	18	12	11
83	3	17	19	11	14
83	3	18	19	11	10
83	3	19	21	9	13
83	3	20	20	10	14
84	3	1	20	10	15
84	3	2	22	8	15
84	3	3	20	10	12
84	3	4	20	10	10
84	3	5	14	16	12
84	3	6	17	13	10
84	3	7	17	13	11
84	3	8	18	12	11
84	3	9	20	10	15
84	3	10	20	10	15
84	3	11	17	13	11
84	3	12	18	12	10
84	3	13	20	10	12
84	3	14	18	12	10
84	3	15	18	12	15
84	3	16	21	9	11
84	3	17	20	10	14
84	3	18	17	13	10
84	3	19	21	9	13
84	3	20	20	10	14
85	3	1	14	16	15
85	3	2	19	11	15
85	3	3	23	7	12
85	3	4	23	7	10
85	3	5	16	14	12
85	3	6	18	12	10
85	3	7	26	4	11
85	3	8	15	15	11
85	3	9	16	14	15
85	3	10	18	12	15
85	3	11	18	12	11
85	3	12	26	4	10
85	3	13	19	11	12
85	3	14	18	12	10
85	3	15	17	13	15
85	3	16	25	5	11
85	3	17	17	13	14
85	3	18	24	6	10
85	3	19	20	10	13
85	3	20	16	14	14
86	3	1	22	8	15
86	3	2	26	4	15
86	3	3	23	7	12
86	3	4	18	12	10
86	3	5	17	13	12
86	3	6	25	5	10
86	3	7	18	12	11
86	3	8	22	8	11
86	3	9	18	12	15
86	3	10	27	3	15
86	3	11	23	7	11
86	3	12	21	9	10
86	3	13	22	8	12
86	3	14	22	8	10
86	3	15	21	9	15
86	3	16	22	8	11
86	3	17	29	1	14
86	3	18	22	8	10
86	3	19	21	9	13
86	3	20	26	4	14
87	3	1	18	12	15
87	3	2	17	13	15
87	3	3	20	10	12
87	3	4	17	13	10
87	3	5	21	9	12
87	3	6	15	15	10
87	3	7	15	15	11
87	3	8	17	13	11
87	3	9	16	14	15
87	3	10	20	10	15
87	3	11	21	9	11
87	3	12	18	12	10
87	3	13	21	9	12
87	3	14	20	10	10
87	3	15	19	11	15
87	3	16	19	11	11
87	3	17	19	11	14
87	3	18	20	10	10
87	3	19	17	13	13
87	3	20	19	11	14
88	3	1	18	12	15
88	3	2	21	9	15
88	3	3	19	11	12
88	3	4	19	11	10
88	3	5	21	9	12
88	3	6	17	13	10
88	3	7	21	9	11
88	3	8	21	9	11
88	3	9	24	6	15
88	3	10	21	9	15
88	3	11	24	1	11
88	3	12	20	10	10
88	3	13	21	9	12
88	3	14	20	10	10
88	3	15	21	9	15
88	3	16	21	9	11
88	3	17	20	10	14
88	3	18	21	9	10
88	3	19	24	6	13
88	3	20	18	12	14
89	3	1	20	10	15
89	3	2	18	12	15
89	3	3	21	9	12
89	3	4	19	11	10
89	3	5	18	12	12
89	3	6	16	14	10
89	3	7	19	11	11
89	3	8	17	13	11
89	3	9	20	10	15
89	3	10	21	9	15
89	3	11	17	13	11
89	3	12	19	11	10
89	3	13	21	9	12
89	3	14	16	14	10
89	3	15	14	16	15
89	3	16	13	17	11
89	3	17	18	12	14
89	3	18	16	14	10
89	3	19	15	15	13
89	3	20	15	15	14
90	3	1	17	13	15
90	3	2	16	14	15
90	3	3	22	8	12
90	3	4	14	16	10
90	3	5	16	14	12
90	3	6	15	15	10
90	3	7	13	17	11
90	3	8	18	12	11
90	3	9	20	10	15
90	3	10	22	8	15
90	3	11	20	10	11
90	3	12	19	11	10
90	3	13	20	10	12
90	3	14	24	6	10
90	3	15	21	9	15
90	3	16	16	14	11
90	3	17	21	9	14
90	3	18	20	10	10
90	3	19	20	10	13
90	3	20	19	11	14
91	3	1	24	6	15
91	3	2	18	12	15
91	3	3	21	9	12
91	3	4	16	14	10
91	3	5	18	12	12
91	3	6	18	12	10
91	3	7	15	15	11
91	3	8	21	9	11
91	3	9	19	11	15
91	3	10	22	8	15
91	3	11	22	8	11
91	3	12	22	8	10
91	3	13	22	8	12
91	3	14	18	12	10
91	3	15	21	9	15
91	3	16	24	6	11
91	3	17	19	11	14
91	3	18	16	14	10
91	3	19	18	12	13
91	3	20	15	15	14
92	3	1	16	14	15
92	3	2	12	18	15
92	3	3	17	13	12
92	3	4	22	8	10
92	3	5	14	16	12
92	3	6	19	11	10
92	3	7	13	17	11
92	3	8	15	15	11
92	3	9	15	15	15
92	3	10	17	13	15
92	3	11	16	14	11
92	3	12	14	16	10
92	3	13	22	8	12
92	3	14	14	16	10
92	3	15	13	17	15
92	3	16	15	15	11
92	3	17	17	13	14
92	3	18	22	8	10
92	3	19	13	17	13
92	3	20	12	18	14
93	3	1	20	10	15
93	3	2	12	18	15
93	3	3	14	16	12
93	3	4	13	17	10
93	3	5	16	14	12
93	3	6	9	21	10
93	3	7	13	17	11
93	3	8	12	18	11
93	3	9	15	15	15
93	3	10	20	10	15
93	3	11	18	12	11
93	3	12	12	18	10
93	3	13	13	17	12
93	3	14	12	18	10
93	3	15	19	11	15
93	3	16	13	17	11
93	3	17	19	11	14
93	3	18	12	18	10
93	3	19	15	15	13
93	3	20	10	20	14
94	3	1	19	11	15
94	3	2	16	14	15
94	3	3	16	14	12
94	3	4	22	8	10
94	3	5	14	16	12
94	3	6	18	12	10
94	3	7	17	13	11
94	3	8	20	10	11
94	3	9	20	10	15
94	3	10	22	8	15
94	3	11	17	13	11
94	3	12	21	9	10
94	3	13	17	13	12
94	3	14	19	11	10
94	3	15	24	6	15
94	3	16	21	9	11
94	3	17	18	12	14
94	3	18	21	9	10
94	3	19	18	12	13
94	3	20	16	14	14
95	3	1	30	0	15
95	3	2	18	12	15
95	3	3	23	7	12
95	3	4	21	9	10
95	3	5	21	9	12
95	3	6	18	12	10
95	3	7	22	8	11
95	3	8	28	2	11
95	3	9	22	8	15
95	3	10	28	2	15
95	3	11	17	13	11
95	3	12	18	12	10
95	3	13	14	16	12
95	3	14	18	12	10
95	3	15	23	7	15
95	3	16	19	11	11
95	3	17	19	11	14
95	3	18	18	12	10
95	3	19	16	14	13
95	3	20	19	11	14
96	3	1	28	2	15
96	3	2	21	9	15
96	3	3	16	14	12
96	3	4	23	7	10
96	3	5	17	13	12
96	3	6	16	14	10
96	3	7	18	12	11
96	3	8	25	5	11
96	3	9	17	13	15
96	3	10	20	10	15
96	3	11	16	14	11
96	3	12	21	9	10
96	3	13	16	14	12
96	3	14	19	11	10
96	3	15	19	11	15
96	3	16	18	12	11
96	3	17	19	11	14
96	3	18	18	12	10
96	3	19	15	15	13
96	3	20	19	11	14
97	3	1	30	0	15
97	3	2	28	2	15
97	3	3	23	7	12
97	3	4	23	7	10
97	3	5	20	10	12
97	3	6	11	19	10
97	3	7	20	10	11
97	3	8	28	2	11
97	3	9	21	9	15
97	3	10	27	3	15
97	3	11	23	7	11
97	3	12	18	12	10
97	3	13	21	9	12
97	3	14	23	7	10
97	3	15	23	7	15
97	3	16	18	12	11
97	3	17	22	8	14
97	3	18	20	10	10
97	3	19	23	7	13
97	3	20	17	13	14
98	3	1	30	0	15
98	3	2	22	8	15
98	3	3	26	4	12
98	3	4	22	8	10
98	3	5	19	11	12
98	3	6	17	13	10
98	3	7	18	12	11
98	3	8	20	10	11
98	3	9	25	5	15
98	3	10	25	5	15
98	3	11	21	9	11
98	3	12	20	10	10
98	3	13	22	8	12
98	3	14	26	4	10
98	3	15	22	8	15
98	3	16	22	8	11
98	3	17	21	9	14
98	3	18	20	10	10
98	3	19	22	8	13
98	3	20	18	12	14
99	3	1	19	11	15
99	3	2	18	12	15
99	3	3	17	13	12
99	3	4	12	18	10
99	3	5	11	19	12
99	3	6	14	16	10
99	3	7	11	19	11
99	3	8	15	15	11
99	3	9	13	17	15
99	3	10	19	11	15
99	3	11	19	11	11
99	3	12	13	17	10
99	3	13	11	19	12
99	3	14	18	12	10
99	3	15	15	15	15
99	3	16	17	13	11
99	3	17	17	13	14
99	3	18	13	17	10
99	3	19	16	14	13
99	3	20	16	14	14
100	4	1	20	10	15
100	4	2	20	10	15
100	4	3	11	19	12
100	4	4	16	14	10
100	4	5	15	15	12
100	4	6	12	18	10
100	4	7	17	13	11
100	4	8	16	14	11
100	4	9	11	19	15
100	4	10	12	18	15
100	4	11	12	18	11
100	4	12	13	17	10
100	4	13	14	16	12
100	4	14	14	16	10
100	4	15	10	20	15
100	4	16	14	16	11
100	4	17	14	16	14
100	4	18	14	16	10
100	4	19	15	15	13
100	4	20	12	18	14
101	3	1	11	19	15
101	3	2	16	14	15
101	3	3	17	13	12
101	3	4	16	14	10
101	3	5	14	16	12
101	3	6	12	18	10
101	3	7	12	18	11
101	3	8	11	19	11
101	3	9	17	13	15
101	3	10	21	9	15
101	3	11	15	15	11
101	3	12	13	17	10
101	3	13	11	19	12
101	3	14	15	15	10
101	3	15	17	13	15
101	3	16	15	15	11
101	3	17	11	19	14
101	3	18	17	13	10
101	3	19	16	14	13
101	3	20	14	16	14
102	3	1	19	11	15
102	3	2	15	15	15
102	3	3	18	12	12
102	3	4	21	9	10
102	3	5	16	14	12
102	3	6	25	5	10
102	3	7	20	10	11
102	3	8	25	5	11
102	3	9	23	7	15
102	3	10	25	5	15
102	3	11	22	8	11
102	3	12	25	5	10
102	3	13	26	4	12
102	3	14	26	4	10
102	3	15	25	5	15
102	3	16	29	1	11
102	3	17	21	9	14
102	3	18	30	0	10
102	3	19	22	8	13
102	3	20	26	4	14
103	3	1	24	6	15
103	3	2	18	12	15
103	3	3	21	9	12
103	3	4	20	10	10
103	3	5	19	11	12
103	3	6	17	13	10
103	3	7	20	10	11
103	3	8	22	8	11
103	3	9	20	10	15
103	3	10	25	5	15
103	3	11	25	5	11
103	3	12	20	10	10
103	3	13	23	7	12
103	3	14	20	10	10
103	3	15	21	9	15
103	3	16	26	4	11
103	3	17	22	8	14
103	3	18	20	10	10
103	3	19	22	8	13
103	3	20	21	9	14
104	3	1	30	0	15
104	3	2	21	9	15
104	3	3	24	6	12
104	3	4	16	14	10
104	3	5	20	10	12
104	3	6	13	17	10
104	3	7	18	12	11
104	3	8	19	11	11
104	3	9	25	5	15
104	3	10	24	6	15
104	3	11	22	8	11
104	3	12	19	11	10
104	3	13	21	9	12
104	3	14	17	13	10
104	3	15	25	5	15
104	3	16	19	11	11
104	3	17	26	4	14
104	3	18	16	14	10
104	3	19	22	8	13
104	3	20	20	10	14
105	3	1	20	10	15
105	3	2	20	10	15
105	3	3	11	19	12
105	3	4	13	17	10
105	3	5	10	20	12
105	3	6	13	17	10
105	3	7	11	19	11
105	3	8	20	10	11
105	3	9	10	20	15
105	3	10	15	15	15
105	3	11	20	10	11
105	3	12	13	17	10
105	3	13	18	12	12
105	3	14	12	18	10
105	3	15	11	19	15
105	3	16	10	20	11
105	3	17	12	18	14
105	3	18	15	15	10
105	3	19	11	19	13
105	3	20	11	19	14
106	3	1	15	15	15
106	3	2	14	16	15
106	3	3	21	9	12
106	3	4	17	13	10
106	3	5	16	14	12
106	3	6	14	16	10
106	3	7	13	17	11
106	3	8	19	11	11
106	3	9	19	11	15
106	3	10	10	20	15
106	3	11	18	12	11
106	3	12	19	11	10
106	3	13	17	13	12
106	3	14	17	13	10
106	3	15	22	8	15
106	3	16	22	8	11
106	3	17	20	10	14
106	3	18	15	15	10
106	3	19	19	11	13
106	3	20	16	14	14
107	3	1	29	1	15
107	3	2	28	2	15
107	3	3	27	3	12
107	3	4	26	4	10
107	3	5	23	7	12
107	3	6	27	3	10
107	3	7	21	9	11
107	3	8	29	1	11
107	3	9	23	7	15
107	3	10	29	1	15
107	3	11	25	5	11
107	3	12	23	7	10
107	3	13	24	6	12
107	3	14	25	5	10
107	3	15	23	7	15
107	3	16	27	3	11
107	3	17	23	7	14
107	3	18	22	8	10
107	3	19	23	7	13
107	3	20	20	10	14
108	3	1	20	10	15
108	3	2	21	9	15
108	3	3	26	4	12
108	3	4	15	15	10
108	3	5	15	15	12
108	3	6	20	10	10
108	3	7	21	9	11
108	3	8	20	10	11
108	3	9	24	6	15
108	3	10	20	10	15
108	3	11	20	10	11
108	3	12	16	14	10
108	3	13	20	10	12
108	3	14	18	12	10
108	3	15	18	12	15
108	3	16	19	11	11
108	3	17	23	7	14
108	3	18	16	14	10
108	3	19	17	13	13
108	3	20	23	7	14
109	3	1	19	11	15
109	3	2	10	20	15
109	3	3	12	18	12
109	3	4	14	16	10
109	3	5	13	17	12
109	3	6	11	19	10
109	3	7	19	11	11
109	3	8	10	20	11
109	3	9	18	12	15
109	3	10	10	20	15
109	3	11	11	19	11
109	3	12	14	16	10
109	3	13	13	17	12
109	3	14	17	13	10
109	3	15	12	18	15
109	3	16	16	14	11
109	3	17	13	17	14
109	3	18	15	15	10
109	3	19	16	14	13
109	3	20	12	18	14
110	4	1	28	2	15
110	4	2	19	11	15
110	4	3	14	16	12
110	4	4	13	17	10
110	4	5	17	13	12
110	4	6	15	15	10
110	4	7	15	15	11
110	4	8	17	13	11
110	4	9	17	13	15
110	4	10	26	4	15
110	4	11	22	8	11
110	4	12	18	12	10
110	4	13	18	12	12
110	4	14	19	11	10
110	4	15	19	11	15
110	4	16	13	17	11
110	4	17	17	13	14
110	4	18	17	13	10
110	4	19	19	11	13
110	4	20	13	17	14
111	3	1	15	15	15
111	3	2	12	18	15
111	3	3	10	20	12
111	3	4	10	20	10
111	3	5	10	20	12
111	3	6	11	19	10
111	3	7	14	16	11
111	3	8	10	20	11
111	3	9	12	18	15
111	3	10	18	12	15
111	3	11	15	15	11
111	3	12	13	17	10
111	3	13	17	13	12
111	3	14	11	19	10
111	3	15	18	12	15
111	3	16	13	17	11
111	3	17	17	13	14
111	3	18	17	13	10
111	3	19	16	14	13
111	3	20	12	18	14
112	3	1	18	12	15
112	3	2	17	13	15
112	3	3	18	12	12
112	3	4	21	9	10
112	3	5	19	11	12
112	3	6	18	12	10
112	3	7	16	14	11
112	3	8	22	8	11
112	3	9	25	5	15
112	3	10	21	9	15
112	3	11	20	10	11
112	3	12	16	14	10
112	3	13	17	13	12
112	3	14	18	12	10
112	3	15	23	7	15
112	3	16	22	8	11
112	3	17	19	11	14
112	3	18	16	14	10
112	3	19	21	9	13
112	3	20	15	15	14
113	3	1	24	6	15
113	3	2	17	13	15
113	3	3	20	10	12
113	3	4	20	10	10
113	3	5	19	11	12
113	3	6	17	13	10
113	3	7	15	15	11
113	3	8	20	10	11
113	3	9	22	8	15
113	3	10	20	10	15
113	3	11	23	7	11
113	3	12	20	10	10
113	3	13	17	13	12
113	3	14	17	13	10
113	3	15	25	5	15
113	3	16	26	4	11
113	3	17	25	5	14
113	3	18	21	9	10
113	3	19	24	6	13
113	3	20	17	13	14
114	3	1	20	10	15
114	3	2	20	10	15
114	3	3	12	18	12
114	3	4	17	13	10
114	3	5	20	10	12
114	3	6	20	10	10
114	3	7	10	20	11
114	3	8	20	10	11
114	3	9	25	5	15
114	3	10	17	13	15
114	3	11	10	20	11
114	3	12	14	16	10
114	3	13	20	10	12
114	3	14	20	10	10
114	3	15	15	15	15
114	3	16	14	16	11
114	3	17	15	15	14
114	3	18	19	11	10
114	3	19	17	13	13
114	3	20	22	8	14
115	3	1	25	5	15
115	3	2	16	14	15
115	3	3	17	13	12
115	3	4	16	14	10
115	3	5	13	17	12
115	3	6	16	14	10
115	3	7	22	8	11
115	3	8	18	12	11
115	3	9	15	15	15
115	3	10	24	6	15
115	3	11	16	14	11
115	3	12	15	15	10
115	3	13	15	15	12
115	3	14	16	14	10
115	3	15	19	11	15
115	3	16	19	11	11
115	3	17	17	13	14
115	3	18	14	16	10
115	3	19	15	15	13
115	3	20	17	13	14
116	3	1	25	5	15
116	3	2	13	17	15
116	3	3	20	10	12
116	3	4	10	20	10
116	3	5	22	8	12
116	3	6	12	18	10
116	3	7	11	19	11
116	3	8	28	2	11
116	3	9	21	9	15
116	3	10	19	11	15
116	3	11	18	12	11
116	3	12	14	16	10
116	3	13	20	10	12
116	3	14	23	7	10
116	3	15	20	10	15
116	3	16	17	13	11
116	3	17	17	13	14
116	3	18	18	12	10
116	3	19	18	12	13
116	3	20	14	16	14
117	3	1	15	15	15
