ID	Grade	Item	Hit	Miss	TL
117	3	2	13	17	15
117	3	3	16	14	12
117	3	4	14	16	10
117	3	5	16	14	12
117	3	6	13	17	10
117	3	7	15	15	11
117	3	8	16	14	11
117	3	9	18	12	15
117	3	10	20	10	15
117	3	11	18	12	11
117	3	12	16	14	10
117	3	13	15	15	12
117	3	14	12	18	10
117	3	15	19	11	15
117	3	16	16	14	11
117	3	17	17	13	14
117	3	18	16	14	10
117	3	19	16	14	13
117	3	20	15	15	14
118	3	1	15	15	15
118	3	2	10	20	15
118	3	3	20	10	12
118	3	4	22	8	10
118	3	5	20	10	12
118	3	6	19	11	10
118	3	7	20	10	11
118	3	8	21	9	11
118	3	9	21	9	15
118	3	10	22	8	15
118	3	11	26	4	11
118	3	12	23	7	10
118	3	13	17	13	12
118	3	14	24	6	10
118	3	15	23	7	15
118	3	16	23	7	11
118	3	17	21	9	14
118	3	18	21	9	10
118	3	19	18	12	13
118	3	20	25	5	14
119	3	1	15	15	15
119	3	2	13	17	15
119	3	3	10	20	12
119	3	4	17	13	10
119	3	5	13	17	12
119	3	6	16	14	10
119	3	7	15	15	11
119	3	8	16	14	11
119	3	9	12	18	15
119	3	10	21	9	15
119	3	11	11	19	11
119	3	12	15	15	10
119	3	13	15	15	12
119	3	14	13	17	10
119	3	15	11	19	15
119	3	16	16	14	11
119	3	17	12	18	14
119	3	18	14	16	10
119	3	19	16	14	13
119	3	20	15	15	14
120	3	1	21	9	15
120	3	2	18	12	15
120	3	3	25	5	12
120	3	4	22	8	10
120	3	5	24	6	12
120	3	6	15	15	10
120	3	7	21	9	11
120	3	8	23	7	11
120	3	9	18	12	15
120	3	10	25	5	15
120	3	11	19	11	11
120	3	12	12	18	10
120	3	13	23	7	12
120	3	14	18	12	10
120	3	15	19	11	15
120	3	16	14	16	11
120	3	17	20	10	14
120	3	18	13	17	10
120	3	19	18	12	13
120	3	20	14	16	14
121	3	1	14	16	15
121	3	2	18	12	15
121	3	3	16	14	12
121	3	4	16	4	10
121	3	5	17	13	12
121	3	6	19	11	10
121	3	7	16	14	11
121	3	8	20	10	11
121	3	9	16	14	15
121	3	10	20	10	15
121	3	11	19	11	11
121	3	12	18	12	10
121	3	13	16	14	12
121	3	14	20	10	10
121	3	15	20	10	15
121	3	16	18	12	11
121	3	17	17	13	14
121	3	18	20	10	10
121	3	19	12	18	13
121	3	20	16	14	14
122	3	1	25	5	15
122	3	2	22	8	15
122	3	3	25	5	12
122	3	4	22	8	10
122	3	5	18	12	12
122	3	6	28	2	10
122	3	7	24	6	11
122	3	8	28	2	11
122	3	9	28	2	15
122	3	10	25	5	15
122	3	11	23	7	11
122	3	12	27	3	10
122	3	13	29	1	12
122	3	14	25	5	10
122	3	15	24	6	15
122	3	16	20	10	11
122	3	17	17	13	14
122	3	18	19	11	10
122	3	19	20	10	13
122	3	20	19	11	14
123	3	1	18	12	15
123	3	2	15	15	15
123	3	3	16	14	12
123	3	4	17	13	10
123	3	5	15	15	12
123	3	6	18	12	10
123	3	7	15	15	11
123	3	8	19	11	11
123	3	9	19	11	15
123	3	10	20	10	15
123	3	11	20	10	11
123	3	12	18	12	10
123	3	13	18	12	12
123	3	14	18	12	10
123	3	15	17	13	15
123	3	16	17	13	11
123	3	17	22	8	14
123	3	18	19	11	10
123	3	19	20	10	13
123	3	20	16	14	14
124	3	1	10	20	15
124	3	2	13	17	15
124	3	3	18	12	12
124	3	4	14	16	10
124	3	5	18	12	12
124	3	6	20	10	10
124	3	7	16	14	11
124	3	8	15	15	11
124	3	9	16	14	15
124	3	10	20	10	15
124	3	11	18	12	11
124	3	12	19	11	10
124	3	13	17	13	12
124	3	14	17	13	10
124	3	15	15	15	15
124	3	16	16	14	11
124	3	17	18	12	14
124	3	18	19	11	10
124	3	19	18	12	13
124	3	20	16	14	14
125	3	1	25	5	15
125	3	2	10	20	15
125	3	3	18	12	12
125	3	4	24	6	10
125	3	5	15	15	12
125	3	6	18	12	10
125	3	7	21	9	11
125	3	8	24	6	11
125	3	9	20	10	15
125	3	10	24	6	15
125	3	11	23	7	11
125	3	12	19	11	10
125	3	13	15	15	12
125	3	14	11	19	10
125	3	15	17	13	15
125	3	16	14	16	11
125	3	17	16	14	14
125	3	18	13	17	10
125	3	19	15	15	13
125	3	20	21	9	14
126	3	1	23	7	15
126	3	2	20	10	15
126	3	3	20	10	12
126	3	4	13	17	10
126	3	5	18	12	12
126	3	6	19	11	10
126	3	7	17	13	11
126	3	8	17	13	11
126	3	9	18	12	15
126	3	10	20	10	15
126	3	11	24	6	11
126	3	12	24	6	10
126	3	13	24	6	12
126	3	14	18	12	10
126	3	15	22	8	15
126	3	16	18	12	11
126	3	17	19	11	14
126	3	18	26	4	10
126	3	19	23	7	13
126	3	20	19	11	14
127	3	1	15	15	15
127	3	2	8	22	15
127	3	3	18	12	12
127	3	4	13	17	10
127	3	5	15	15	12
127	3	6	11	19	10
127	3	7	15	15	11
127	3	8	13	17	11
127	3	9	15	15	15
127	3	10	18	12	15
127	3	11	20	10	11
127	3	12	20	10	10
127	3	13	16	14	12
127	3	14	19	11	10
127	3	15	19	11	15
127	3	16	17	13	11
127	3	17	17	13	14
127	3	18	12	18	10
127	3	19	15	15	13
127	3	20	20	10	14
128	3	1	22	8	15
128	3	2	13	17	15
128	3	3	20	10	12
128	3	4	16	14	10
128	3	5	22	8	12
128	3	6	24	6	10
128	3	7	16	14	11
128	3	8	21	9	11
128	3	9	20	10	15
128	3	10	20	10	15
128	3	11	20	10	11
128	3	12	23	7	10
128	3	13	23	7	12
128	3	14	19	11	10
128	3	15	21	9	15
128	3	16	18	1	11
128	3	17	19	11	14
128	3	18	22	8	10
128	3	19	16	14	13
128	3	20	21	9	14
129	3	1	19	11	15
129	3	2	24	6	15
129	3	3	21	9	12
129	3	4	16	14	10
129	3	5	17	13	12
129	3	6	17	13	10
129	3	7	14	16	11
129	3	8	17	13	11
129	3	9	20	10	15
129	3	10	10	20	15
129	3	11	20	10	11
129	3	12	21	9	10
129	3	13	18	12	12
129	3	14	17	13	10
129	3	15	16	14	15
129	3	16	20	10	11
129	3	17	16	14	14
129	3	18	20	10	10
129	3	19	24	6	13
129	3	20	22	8	14
130	3	1	20	10	15
130	3	2	16	14	15
130	3	3	19	11	12
130	3	4	16	14	10
130	3	5	15	15	12
130	3	6	15	15	10
130	3	7	17	13	11
130	3	8	17	13	11
130	3	9	20	10	15
130	3	10	20	10	15
130	3	11	23	7	11
130	3	12	22	8	10
130	3	13	22	8	12
130	3	14	18	12	10
130	3	15	19	11	15
130	3	16	22	8	11
130	3	17	19	11	14
130	3	18	22	8	10
130	3	19	23	7	13
130	3	20	17	13	14
131	3	1	26	4	15
131	3	2	16	14	15
131	3	3	17	13	12
131	3	4	18	12	10
131	3	5	19	11	12
131	3	6	19	11	10
131	3	7	19	11	11
131	3	8	24	6	11
131	3	9	22	8	15
131	3	10	22	8	15
131	3	11	22	8	11
131	3	12	26	4	10
131	3	13	25	5	12
131	3	14	24	6	10
131	3	15	20	10	15
131	3	16	21	9	11
131	3	17	26	4	14
131	3	18	28	2	10
131	3	19	18	12	13
131	3	20	23	7	14
132	3	1	15	15	15
132	3	2	20	10	15
132	3	3	15	15	12
132	3	4	17	13	10
132	3	5	13	17	12
132	3	6	20	10	10
132	3	7	19	11	11
132	3	8	8	22	11
132	3	9	13	17	15
132	3	10	20	10	15
132	3	11	20	10	11
132	3	12	17	13	10
132	3	13	16	14	12
132	3	14	19	11	10
132	3	15	21	9	15
132	3	16	20	10	11
132	3	17	23	7	14
132	3	18	22	8	10
132	3	19	19	11	13
132	3	20	21	9	14
133	3	1	21	9	15
133	3	2	18	12	15
133	3	3	20	10	12
133	3	4	16	14	10
133	3	5	24	6	12
133	3	6	22	8	10
133	3	7	20	10	11
133	3	8	19	11	11
133	3	9	22	8	15
133	3	10	24	6	15
133	3	11	19	11	11
133	3	12	21	9	10
133	3	13	24	6	12
133	3	14	17	13	10
133	3	15	24	6	15
133	3	16	21	9	11
133	3	17	27	3	14
133	3	18	25	5	10
133	3	19	21	9	13
133	3	20	25	5	14
134	3	1	14	16	15
134	3	2	18	12	15
134	3	3	18	12	12
134	3	4	18	12	10
134	3	5	18	12	12
134	3	6	17	13	10
134	3	7	20	10	11
134	3	8	25	5	11
134	3	9	16	14	15
134	3	10	25	5	15
134	3	11	26	4	11
134	3	12	26	4	10
134	3	13	22	8	12
134	3	14	22	8	10
134	3	15	24	6	15
134	3	16	21	9	11
134	3	17	21	9	14
134	3	18	24	6	10
134	3	19	20	10	13
134	3	20	19	11	14
135	3	1	16	14	15
135	3	2	18	12	15
135	3	3	6	24	12
135	3	4	10	20	10
135	3	5	12	18	12
135	3	6	9	21	10
135	3	7	11	19	11
135	3	8	16	14	11
135	3	9	15	15	15
135	3	10	20	10	15
135	3	11	19	11	11
135	3	12	17	13	10
135	3	13	18	12	12
135	3	14	19	11	10
135	3	15	18	12	15
135	3	16	19	11	11
135	3	17	17	13	14
135	3	18	21	9	10
135	3	19	16	14	13
135	3	20	16	14	14
136	3	1	21	9	15
136	3	2	15	15	15
136	3	3	17	13	12
136	3	4	15	15	10
136	3	5	19	11	12
136	3	6	21	9	10
136	3	7	21	9	11
136	3	8	22	8	11
136	3	9	22	8	15
136	3	10	22	8	15
136	3	11	15	15	11
136	3	12	15	15	10
136	3	13	14	16	12
136	3	14	16	14	10
136	3	15	15	15	15
136	3	16	16	14	11
136	3	17	13	17	14
136	3	18	18	12	10
136	3	19	15	15	13
136	3	20	17	13	14
137	3	1	16	14	15
137	3	2	15	15	15
137	3	3	19	11	12
137	3	4	13	17	10
137	3	5	17	13	12
137	3	6	14	16	10
137	3	7	17	13	11
137	3	8	16	14	11
137	3	9	14	16	15
137	3	10	19	11	15
137	3	11	18	12	11
137	3	12	18	12	10
137	3	13	19	11	12
137	3	14	15	15	10
137	3	15	17	13	15
137	3	16	17	13	11
137	3	17	18	12	14
137	3	18	16	14	10
137	3	19	17	13	13
137	3	20	15	15	14
138	3	1	18	12	15
138	3	2	21	9	15
138	3	3	25	5	12
138	3	4	22	8	10
138	3	5	20	10	12
138	3	6	27	3	10
138	3	7	15	15	11
138	3	8	23	7	11
138	3	9	17	13	15
138	3	10	25	5	15
138	3	11	23	7	11
138	3	12	28	2	10
138	3	13	23	7	12
138	3	14	22	8	10
138	3	15	23	8	15
138	3	16	24	6	11
138	3	17	23	7	14
138	3	18	25	5	10
138	3	19	21	9	13
138	3	20	21	9	14
139	3	1	20	10	15
139	3	2	19	11	15
139	3	3	21	9	12
139	3	4	14	16	10
139	3	5	19	11	12
139	3	6	17	13	10
139	3	7	21	9	11
139	3	8	14	16	11
139	3	9	13	17	15
139	3	10	21	9	15
139	3	11	20	10	11
139	3	12	20	10	10
139	3	13	20	10	12
139	3	14	16	14	10
139	3	15	19	11	15
139	3	16	18	12	11
139	3	17	19	11	14
139	3	18	18	12	10
139	3	19	20	10	13
139	3	20	20	10	14
140	3	1	30	0	15
140	3	2	26	4	15
140	3	3	19	11	12
140	3	4	29	1	10
140	3	5	29	1	12
140	3	6	29	1	10
140	3	7	25	5	11
140	3	8	30	0	11
140	3	9	30	0	15
140	3	10	28	2	15
140	3	11	29	1	11
140	3	12	28	2	10
140	3	13	30	0	12
140	3	14	27	3	10
140	3	15	24	6	15
140	3	16	28	2	11
140	3	17	28	2	14
140	3	18	29	1	10
140	3	19	30	0	13
140	3	20	28	5	14
141	3	1	11	19	15
141	3	2	13	17	15
141	3	3	10	20	12
141	3	4	15	15	10
141	3	5	14	16	12
141	3	6	12	18	10
141	3	7	8	22	11
141	3	8	17	13	11
141	3	9	6	24	15
141	3	10	15	15	15
141	3	11	12	18	11
141	3	12	13	17	10
141	3	13	13	17	12
141	3	14	10	20	10
141	3	15	9	21	15
141	3	16	17	13	11
141	3	17	11	19	14
141	3	18	18	12	10
141	3	19	10	20	13
141	3	20	10	20	14
142	3	1	20	10	15
142	3	2	11	19	15
142	3	3	14	16	12
142	3	4	11	19	10
142	3	5	19	11	12
142	3	6	9	21	10
142	3	7	15	15	11
142	3	8	14	16	11
142	3	9	14	16	15
142	3	10	20	10	15
142	3	11	19	11	11
142	3	12	18	12	10
142	3	13	14	16	12
142	3	14	14	16	10
142	3	15	16	14	15
142	3	16	15	15	11
142	3	17	23	7	14
142	3	18	20	10	10
142	3	19	20	10	13
142	3	20	18	12	14
143	3	1	22	8	15
143	3	2	13	17	15
143	3	3	18	12	12
143	3	4	18	12	10
143	3	5	18	12	12
143	3	6	20	10	10
143	3	7	16	14	11
143	3	8	19	11	11
143	3	9	18	12	15
143	3	10	20	10	15
143	3	11	26	4	11
143	3	12	28	2	10
143	3	13	28	2	12
143	3	14	23	7	10
143	3	15	23	7	15
143	3	16	17	13	11
143	3	17	23	7	14
143	3	18	20	10	10
143	3	19	20	10	13
143	3	20	21	9	14
144	3	1	20	10	15
144	3	2	13	17	15
144	3	3	15	15	12
144	3	4	18	12	10
144	3	5	18	12	12
144	3	6	25	5	10
144	3	7	17	13	11
144	3	8	24	6	11
144	3	9	17	13	15
144	3	10	24	6	15
144	3	11	23	7	11
144	3	12	22	8	10
144	3	13	22	8	12
144	3	14	21	9	10
144	3	15	22	8	15
144	3	16	13	7	11
144	3	17	18	12	14
144	3	18	19	11	10
144	3	19	20	10	13
144	3	20	20	10	14
145	3	1	23	7	15
145	3	2	20	10	15
145	3	3	23	7	12
145	3	4	21	9	10
145	3	5	23	7	12
145	3	6	21	9	10
145	3	7	21	9	11
145	3	8	25	5	11
145	3	9	22	8	15
145	3	10	27	3	15
145	3	11	27	3	11
145	3	12	27	3	10
145	3	13	24	6	12
145	3	14	21	9	10
145	3	15	24	6	15
145	3	16	23	7	11
145	3	17	23	7	14
145	3	18	24	6	10
145	3	19	25	5	13
145	3	20	24	6	14
146	3	1	22	8	15
146	3	2	20	10	15
146	3	3	22	8	12
146	3	4	19	11	10
146	3	5	21	9	12
146	3	6	21	9	10
146	3	7	18	12	11
146	3	8	19	11	11
146	3	9	17	13	15
146	3	10	22	8	15
146	3	11	26	4	11
146	3	12	22	8	10
146	3	13	22	8	12
146	3	14	17	13	10
146	3	15	17	13	15
146	3	16	20	10	11
146	3	17	17	13	14
146	3	18	19	11	10
146	3	19	21	9	13
146	3	20	16	14	14
147	3	1	10	20	15
147	3	2	12	18	15
147	3	3	11	19	12
147	3	4	11	19	10
147	3	5	16	14	12
147	3	6	20	10	10
147	3	7	14	16	11
147	3	8	18	12	11
147	3	9	12	18	15
147	3	10	20	10	15
147	3	11	17	13	11
147	3	12	21	9	10
147	3	13	18	12	12
147	3	14	18	12	10
147	3	15	16	14	15
147	3	16	16	14	11
147	3	17	21	9	14
147	3	18	21	9	10
147	3	19	19	11	13
147	3	20	17	13	14
148	3	1	16	14	15
148	3	2	18	12	15
148	3	3	24	6	12
148	3	4	15	15	10
148	3	5	16	14	12
148	3	6	16	14	10
148	3	7	15	15	11
148	3	8	24	6	11
148	3	9	14	16	15
148	3	10	18	12	15
148	3	11	19	11	11
148	3	12	17	13	10
148	3	13	16	14	12
148	3	14	16	14	10
148	3	15	17	13	15
148	3	16	14	16	11
148	3	17	19	11	14
148	3	18	14	16	10
148	3	19	17	13	13
148	3	20	16	14	14
149	3	1	14	16	15
149	3	2	16	14	15
149	3	3	15	15	12
149	3	4	13	17	10
149	3	5	22	8	12
149	3	6	22	8	10
149	3	7	10	20	11
149	3	8	11	19	11
149	3	9	12	18	15
149	3	10	21	9	15
149	3	11	18	12	11
149	3	12	12	18	10
149	3	13	13	17	12
149	3	14	22	8	10
149	3	15	16	14	15
149	3	16	15	15	11
149	3	17	18	12	14
149	3	18	14	16	10
149	3	19	21	9	13
149	3	20	17	13	14
150	3	1	17	13	15
150	3	2	18	12	15
150	3	3	16	14	12
150	3	4	15	15	10
150	3	5	16	14	12
150	3	6	14	16	10
150	3	7	16	14	11
150	3	8	24	6	11
150	3	9	16	14	15
150	3	10	18	12	15
150	3	11	18	12	11
150	3	12	22	8	10
150	3	13	16	14	12
150	3	14	18	12	10
150	3	15	18	12	15
150	3	16	18	12	11
150	3	17	19	11	14
150	3	18	14	16	10
150	3	19	17	13	13
150	3	20	18	12	14
151	3	1	15	15	15
151	3	2	9	21	15
151	3	3	20	10	12
151	3	4	10	20	10
151	3	5	10	20	12
151	3	6	10	20	10
151	3	7	12	18	11
151	3	8	17	13	11
151	3	9	15	15	15
151	3	10	20	10	15
151	3	11	20	10	11
151	3	12	16	14	10
151	3	13	10	20	12
151	3	14	16	14	10
151	3	15	18	12	15
151	3	16	9	21	11
151	3	17	18	12	14
151	3	18	14	16	10
151	3	19	18	12	13
151	3	20	18	12	14
152	3	1	20	10	15
152	3	2	19	11	15
152	3	3	16	14	12
152	3	4	19	11	10
152	3	5	15	15	12
152	3	6	27	3	10
152	3	7	19	11	11
152	3	8	23	7	11
152	3	9	16	14	15
152	3	10	20	10	15
152	3	11	22	8	11
152	3	12	24	6	10
152	3	13	18	12	12
152	3	14	20	10	10
152	3	15	21	9	15
152	3	16	17	13	11
152	3	17	17	13	14
152	3	18	21	9	10
152	3	19	15	15	13
152	3	20	20	10	14
153	3	1	11	19	15
153	3	2	9	21	15
153	3	3	11	19	12
153	3	4	13	17	10
153	3	5	11	19	12
153	3	6	12	18	10
153	3	7	13	17	11
153	3	8	14	16	11
153	3	9	12	18	15
153	3	10	16	14	15
153	3	11	13	17	11
153	3	12	14	16	10
153	3	13	10	20	12
153	3	14	18	12	10
153	3	15	12	18	15
153	3	16	15	15	11
153	3	17	14	16	14
153	3	18	16	14	10
153	3	19	15	15	13
153	3	20	11	19	14
154	3	1	17	13	15
154	3	2	10	20	15
154	3	3	19	11	12
154	3	4	16	14	10
154	3	5	17	13	12
154	3	6	14	16	10
154	3	7	17	13	11
154	3	8	19	11	11
154	3	9	19	11	15
154	3	10	22	8	15
154	3	11	21	9	11
154	3	12	14	16	10
154	3	13	15	15	12
154	3	14	22	8	10
154	3	15	20	10	15
154	3	16	24	6	11
154	3	17	22	8	14
154	3	18	14	16	10
154	3	19	16	14	13
154	3	20	16	14	14
155	3	1	22	8	15
155	3	2	18	12	15
155	3	3	23	7	12
155	3	4	25	5	10
155	3	5	19	11	12
155	3	6	22	8	10
155	3	7	17	13	11
155	3	8	22	8	11
155	3	9	25	5	15
155	3	10	25	5	15
155	3	11	21	9	11
155	3	12	21	9	10
155	3	13	24	6	12
155	3	14	23	7	10
155	3	15	25	5	15
155	3	16	24	6	11
155	3	17	20	10	14
155	3	18	23	7	10
155	3	19	23	7	13
155	3	20	22	8	14
156	3	1	16	14	15
156	3	2	12	18	15
156	3	3	16	14	12
156	3	4	25	5	10
156	3	5	14	16	12
156	3	6	19	11	10
156	3	7	20	10	11
156	3	8	19	11	11
156	3	9	18	12	15
156	3	10	25	5	15
156	3	11	12	18	11
156	3	12	18	12	10
156	3	13	12	18	12
156	3	14	16	14	10
156	3	15	17	13	15
156	3	16	14	16	11
156	3	17	17	13	14
156	3	18	22	8	10
156	3	19	20	10	13
156	3	20	16	14	14
157	3	1	22	8	15
157	3	2	26	4	15
157	3	3	21	9	12
157	3	4	16	14	10
157	3	5	20	10	12
157	3	6	21	9	10
157	3	7	21	9	11
157	3	8	21	9	11
157	3	9	21	9	15
157	3	10	22	8	15
157	3	11	22	8	11
157	3	12	24	6	10
157	3	13	20	10	12
157	3	14	23	7	10
157	3	15	21	9	15
157	3	16	24	6	11
157	3	17	25	5	14
157	3	18	18	12	10
157	3	19	22	8	13
157	3	20	24	6	14
158	3	1	14	16	15
158	3	2	6	24	15
158	3	3	16	14	12
158	3	4	13	17	10
158	3	5	19	11	12
158	3	6	10	20	10
158	3	7	26	4	11
158	3	8	24	6	11
158	3	9	25	5	15
158	3	10	21	9	15
158	3	11	17	13	11
158	3	12	12	18	10
158	3	13	14	16	12
158	3	14	23	7	10
158	3	15	19	11	15
158	3	16	24	6	11
158	3	17	20	10	14
158	3	18	22	8	10
158	3	19	18	12	13
158	3	20	10	20	14
159	3	1	26	4	15
159	3	2	23	7	15
159	3	3	23	7	12
159	3	4	24	6	10
159	3	5	24	6	12
159	3	6	30	0	10
159	3	7	24	6	11
159	3	8	25	5	11
159	3	9	24	6	15
159	3	10	25	5	15
159	3	11	23	7	11
159	3	12	25	5	10
159	3	13	27	3	12
159	3	14	24	6	10
159	3	15	25	5	15
159	3	16	27	3	11
159	3	17	23	7	14
159	3	18	26	4	10
159	3	19	26	4	13
159	3	20	27	3	14
160	3	1	20	10	15
160	3	2	16	14	15
160	3	3	20	10	12
160	3	4	22	8	10
160	3	5	20	10	12
160	3	6	17	13	10
160	3	7	24	6	11
160	3	8	24	6	11
160	3	9	21	9	15
160	3	10	20	10	15
160	3	11	22	8	11
160	3	12	17	13	10
160	3	13	20	10	12
160	3	14	18	12	10
160	3	15	21	9	15
160	3	16	18	12	11
160	3	17	20	10	14
160	3	18	21	9	10
160	3	19	19	11	13
160	3	20	18	12	14
161	3	1	22	8	15
161	3	2	16	14	15
161	3	3	17	13	12
161	3	4	20	10	10
161	3	5	20	10	12
161	3	6	16	14	10
161	3	7	20	10	11
161	3	8	18	12	11
161	3	9	16	14	15
161	3	10	22	8	15
161	3	11	18	12	11
161	3	12	14	16	10
161	3	13	18	12	12
161	3	14	20	10	10
161	3	15	19	11	15
161	3	16	17	13	11
161	3	17	23	7	14
161	3	18	20	10	10
161	3	19	20	10	13
161	3	20	22	8	14
162	3	1	16	14	15
162	3	2	19	11	15
162	3	3	16	14	12
162	3	4	19	11	10
162	3	5	18	12	12
162	3	6	20	10	10
162	3	7	24	6	11
162	3	8	19	11	11
162	3	9	24	6	15
162	3	10	18	12	15
162	3	11	16	14	11
162	3	12	21	9	10
162	3	13	17	13	12
162	3	14	20	10	10
162	3	15	16	14	15
162	3	16	19	11	11
162	3	17	13	17	14
162	3	18	21	9	10
162	3	19	17	13	13
162	3	20	19	11	14
163	3	1	14	16	15
163	3	2	22	8	15
163	3	3	15	15	12
163	3	4	14	16	10
163	3	5	17	13	12
163	3	6	19	11	10
163	3	7	12	18	11
163	3	8	14	16	11
163	3	9	15	15	15
163	3	10	18	12	15
163	3	11	12	8	11
163	3	12	12	8	10
163	3	13	12	8	12
163	3	14	14	16	10
163	3	15	16	14	15
163	3	16	14	16	11
163	3	17	16	14	14
163	3	18	16	14	10
163	3	19	12	18	13
163	3	20	20	10	14
164	3	1	18	12	15
164	3	2	13	17	15
164	3	3	26	4	12
164	3	4	13	17	10
164	3	5	15	15	12
164	3	6	17	13	10
164	3	7	16	14	11
164	3	8	20	10	11
164	3	9	18	12	15
164	3	10	22	8	15
164	3	11	17	13	11
164	3	12	17	13	10
164	3	13	19	11	12
164	3	14	18	12	10
164	3	15	20	10	15
164	3	16	17	13	11
164	3	17	20	10	14
164	3	18	18	12	10
164	3	19	18	12	13
164	3	20	18	12	14
165	3	1	24	6	15
165	3	2	11	19	15
165	3	3	18	12	12
165	3	4	18	12	10
165	3	5	17	13	12
165	3	6	14	16	10
165	3	7	16	14	11
165	3	8	17	13	11
165	3	9	13	17	15
165	3	10	17	13	15
165	3	11	19	11	11
165	3	12	16	14	10
165	3	13	16	14	12
165	3	14	19	11	10
165	3	15	20	10	15
165	3	16	15	15	11
165	3	17	16	14	14
165	3	18	15	15	10
165	3	19	20	10	13
165	3	20	21	9	14
166	3	1	20	10	15
166	3	2	12	18	15
166	3	3	17	13	12
166	3	4	15	15	10
166	3	5	14	16	12
166	3	6	14	16	10
166	3	7	16	14	11
166	3	8	17	13	11
166	3	9	15	15	15
166	3	10	20	10	15
166	3	11	15	15	11
166	3	12	14	16	10
166	3	13	16	14	12
166	3	14	14	16	10
166	3	15	16	14	15
166	3	16	12	18	11
166	3	17	17	13	14
166	3	18	12	18	10
166	3	19	14	16	13
166	3	20	14	16	14
167	3	1	17	13	15
167	3	2	10	20	15
167	3	3	21	9	12
167	3	4	18	12	10
167	3	5	17	13	12
167	3	6	19	11	10
167	3	7	18	12	11
167	3	8	23	7	11
167	3	9	21	9	15
167	3	10	23	7	15
167	3	11	24	6	11
167	3	12	20	10	10
167	3	13	20	10	12
167	3	14	18	12	10
167	3	15	23	7	15
167	3	16	21	9	11
167	3	17	21	9	14
167	3	18	20	10	10
167	3	19	23	7	13
167	3	20	19	11	14
168	3	1	16	14	15
168	3	2	19	11	15
168	3	3	16	14	12
168	3	4	18	12	10
168	3	5	20	10	12
168	3	6	19	11	10
168	3	7	18	12	11
168	3	8	18	12	11
168	3	9	17	13	15
168	3	10	20	10	15
168	3	11	18	12	11
168	3	12	19	11	10
168	3	13	18	12	12
168	3	14	20	10	10
168	3	15	16	14	15
168	3	16	19	11	11
168	3	17	20	10	14
168	3	18	19	11	10
168	3	19	14	16	13
168	3	20	20	10	14
169	3	1	10	20	15
169	3	2	6	24	15
169	3	3	14	16	12
169	3	4	14	16	10
169	3	5	15	15	12
169	3	6	13	17	10
169	3	7	13	17	11
169	3	8	17	13	11
169	3	9	14	16	15
169	3	10	18	12	15
169	3	11	11	19	11
169	3	12	22	8	10
169	3	13	16	14	12
169	3	14	15	15	10
169	3	15	18	12	15
169	3	16	17	13	11
169	3	17	15	15	14
169	3	18	14	16	10
169	3	19	17	13	13
169	3	20	16	14	14
170	3	1	21	9	15
170	3	2	18	12	15
170	3	3	23	7	12
170	3	4	24	6	10
170	3	5	22	8	12
170	3	6	24	6	10
170	3	7	26	4	11
170	3	8	23	7	11
170	3	9	24	6	15
170	3	10	23	7	15
170	3	11	16	14	11
170	3	12	24	6	10
170	3	13	22	8	12
170	3	14	17	13	10
170	3	15	21	9	15
170	3	16	21	9	11
170	3	17	20	10	14
170	3	18	21	9	10
170	3	19	19	11	13
170	3	20	18	12	14
171	3	1	13	17	15
171	3	2	14	16	15
171	3	3	17	13	12
171	3	4	16	14	10
171	3	5	19	11	12
171	3	6	14	16	10
171	3	7	18	12	11
171	3	8	15	15	11
171	3	9	14	16	15
171	3	10	21	9	15
171	3	11	17	13	11
171	3	12	15	15	10
171	3	13	18	12	12
171	3	14	16	14	10
171	3	15	20	10	15
171	3	16	12	18	11
171	3	17	18	12	14
171	3	18	13	17	10
171	3	19	19	11	13
171	3	20	14	16	14
172	3	1	19	11	15
172	3	2	21	9	15
172	3	3	16	14	12
172	3	4	22	8	10
172	3	5	18	12	12
172	3	6	20	10	10
172	3	7	20	10	11
172	3	8	26	4	11
172	3	9	21	9	15
172	3	10	22	8	15
172	3	11	22	8	11
172	3	12	19	11	10
172	3	13	18	12	12
172	3	14	20	10	10
172	3	15	21	9	15
172	3	16	20	10	11
172	3	17	19	11	14
172	3	18	19	11	10
172	3	19	20	10	13
172	3	20	20	10	14
173	3	1	16	14	15
173	3	2	12	18	15
173	3	3	19	11	12
173	3	4	16	14	10
173	3	5	19	11	12
173	3	6	17	13	10
173	3	7	18	12	11
173	3	8	21	9	11
173	3	9	18	12	15
173	3	10	20	10	15
173	3	11	20	10	11
173	3	12	21	9	10
173	3	13	20	10	12
173	3	14	25	5	10
173	3	15	0	30	15
173	3	16	24	6	11
173	3	17	21	9	14
173	3	18	20	10	10
173	3	19	25	5	13
173	3	20	22	8	14
174	3	1	17	13	15
174	3	2	23	7	15
174	3	3	16	14	12
174	3	4	23	7	10
174	3	5	16	14	12
174	3	6	13	17	10
174	3	7	20	10	11
174	3	8	19	11	11
174	3	9	20	10	15
174	3	10	20	10	15
174	3	11	17	13	11
174	3	12	14	16	10
174	3	13	16	14	12
174	3	14	17	13	10
174	3	15	17	13	15
174	3	16	17	13	11
174	3	17	17	13	14
174	3	18	15	15	10
174	3	19	15	15	13
174	3	20	17	13	14
175	3	1	16	14	15
175	3	2	12	18	15
175	3	3	19	11	12
175	3	4	15	15	10
175	3	5	23	7	12
